sample_index,bucket,source_name,uid
158246,medium_low,hotpot,hotpot:158246
38284,medium_high,hotpot,hotpot:38284
101274,medium_mid,nq,nq:101274
75382,medium_mid,nq,nq:75382
87750,medium_mid,hotpot,hotpot:87750
89046,medium_high,nq,nq:89046
132498,medium_high,hotpot,hotpot:132498
134990,easy_high,hotpot,hotpot:134990
38240,medium_low,hotpot,hotpot:38240
102546,medium_low,hotpot,hotpot:102546
128254,medium_high,hotpot,hotpot:128254
141448,easy_high,hotpot,hotpot:141448
66988,medium_low,nq,nq:66988
37166,medium_mid,hotpot,hotpot:37166
64632,hard,hotpot,hotpot:64632
136816,medium_high,hotpot,hotpot:136816
124772,medium_high,hotpot,hotpot:124772
53032,medium_low,hotpot,hotpot:53032
173780,medium_high,hotpot,hotpot:173780
170620,hard,hotpot,hotpot:170620
74274,medium_high,nq,nq:74274
17118,hard,nq,nq:17118
126324,hard,nq,nq:126324
141974,medium_mid,nq,nq:141974
14040,easy_high,hotpot,hotpot:14040
89408,medium_mid,nq,nq:89408
55068,medium_mid,hotpot,hotpot:55068
50188,medium_mid,nq,nq:50188
87708,medium_high,nq,nq:87708
142686,easy_high,nq,nq:142686
11188,medium_mid,nq,nq:11188
117426,medium_high,nq,nq:117426
87188,medium_mid,hotpot,hotpot:87188
142774,medium_low,nq,nq:142774
23180,medium_high,hotpot,hotpot:23180
164724,medium_high,hotpot,hotpot:164724
32596,easy_high,hotpot,hotpot:32596
148780,easy_high,nq,nq:148780
93902,medium_low,nq,nq:93902
52860,medium_mid,nq,nq:52860
31226,medium_mid,nq,nq:31226
147490,medium_high,nq,nq:147490
157728,medium_low,nq,nq:157728
71094,medium_mid,nq,nq:71094
46488,easy_high,nq,nq:46488
32828,hard,nq,nq:32828
24204,medium_high,hotpot,hotpot:24204
143982,medium_low,hotpot,hotpot:143982
27302,medium_mid,nq,nq:27302
35144,hard,nq,nq:35144
134684,medium_mid,nq,nq:134684
40534,medium_low,nq,nq:40534
139646,medium_mid,nq,nq:139646
123538,hard,nq,nq:123538
154932,medium_mid,hotpot,hotpot:154932
136132,medium_high,nq,nq:136132
69094,medium_high,nq,nq:69094
60130,medium_high,hotpot,hotpot:60130
26984,hard,hotpot,hotpot:26984
31864,medium_low,nq,nq:31864
88416,medium_mid,nq,nq:88416
154238,easy_high,nq,nq:154238
55330,medium_mid,hotpot,hotpot:55330
16206,easy_high,hotpot,hotpot:16206
157034,medium_mid,nq,nq:157034
75940,medium_mid,hotpot,hotpot:75940
31500,medium_low,nq,nq:31500
126580,medium_mid,hotpot,hotpot:126580
126736,medium_low,nq,nq:126736
41736,medium_mid,nq,nq:41736
129922,medium_low,nq,nq:129922
47226,hard,hotpot,hotpot:47226
3786,easy_high,hotpot,hotpot:3786
149848,medium_low,nq,nq:149848
117316,easy_high,nq,nq:117316
117746,medium_low,nq,nq:117746
170770,medium_high,hotpot,hotpot:170770
93070,easy_high,hotpot,hotpot:93070
13466,medium_mid,hotpot,hotpot:13466
133328,medium_mid,nq,nq:133328
125426,medium_mid,hotpot,hotpot:125426
141106,hard,nq,nq:141106
155996,hard,nq,nq:155996
13950,medium_low,nq,nq:13950
10390,medium_mid,nq,nq:10390
118656,medium_high,hotpot,hotpot:118656
42808,medium_mid,nq,nq:42808
41590,medium_high,hotpot,hotpot:41590
22054,medium_mid,nq,nq:22054
15572,medium_high,nq,nq:15572
60648,medium_mid,hotpot,hotpot:60648
175386,medium_high,hotpot,hotpot:175386
52048,medium_low,hotpot,hotpot:52048
156496,medium_high,nq,nq:156496
127382,medium_mid,hotpot,hotpot:127382
56558,medium_mid,nq,nq:56558
34156,easy_high,nq,nq:34156
150686,easy_high,hotpot,hotpot:150686
26184,easy_high,nq,nq:26184
146476,easy_high,hotpot,hotpot:146476
155258,medium_high,hotpot,hotpot:155258
107084,hard,hotpot,hotpot:107084
95912,medium_low,nq,nq:95912
65888,medium_mid,nq,nq:65888
24942,medium_high,nq,nq:24942
71304,medium_low,nq,nq:71304
5328,easy_high,hotpot,hotpot:5328
73526,medium_high,nq,nq:73526
100366,easy_high,hotpot,hotpot:100366
140488,medium_mid,hotpot,hotpot:140488
55478,medium_mid,hotpot,hotpot:55478
41476,easy_high,hotpot,hotpot:41476
140920,easy_high,nq,nq:140920
121166,easy_high,nq,nq:121166
50376,medium_high,nq,nq:50376
92052,easy_high,hotpot,hotpot:92052
50004,easy_high,nq,nq:50004
12896,medium_mid,hotpot,hotpot:12896
20298,hard,nq,nq:20298
62370,medium_high,nq,nq:62370
12014,medium_high,hotpot,hotpot:12014
148798,medium_high,nq,nq:148798
60932,medium_mid,nq,nq:60932
103534,medium_mid,nq,nq:103534
170018,medium_mid,hotpot,hotpot:170018
12870,medium_high,hotpot,hotpot:12870
128378,easy_high,hotpot,hotpot:128378
152112,easy_high,hotpot,hotpot:152112
31968,medium_low,nq,nq:31968
103876,medium_high,nq,nq:103876
93874,easy_high,hotpot,hotpot:93874
77502,medium_mid,hotpot,hotpot:77502
75276,medium_high,hotpot,hotpot:75276
65102,medium_high,nq,nq:65102
2998,easy_high,nq,nq:2998
70924,easy_high,nq,nq:70924
152680,medium_high,hotpot,hotpot:152680
64538,medium_mid,hotpot,hotpot:64538
74744,easy_high,nq,nq:74744
79136,medium_low,nq,nq:79136
157922,medium_low,nq,nq:157922
166552,medium_mid,hotpot,hotpot:166552
74038,medium_high,nq,nq:74038
160860,easy_high,hotpot,hotpot:160860
74540,hard,hotpot,hotpot:74540
38122,medium_low,hotpot,hotpot:38122
103412,medium_low,hotpot,hotpot:103412
127652,medium_mid,nq,nq:127652
62150,easy_high,hotpot,hotpot:62150
114360,medium_high,nq,nq:114360
66464,medium_low,hotpot,hotpot:66464
77276,medium_mid,hotpot,hotpot:77276
100440,easy_high,hotpot,hotpot:100440
172086,medium_low,hotpot,hotpot:172086
55674,medium_high,nq,nq:55674
12132,medium_high,hotpot,hotpot:12132
103862,easy_high,nq,nq:103862
6572,medium_high,nq,nq:6572
115564,easy_high,hotpot,hotpot:115564
108434,medium_mid,nq,nq:108434
30396,easy_high,nq,nq:30396
63222,medium_mid,nq,nq:63222
33156,medium_low,nq,nq:33156
6846,easy_high,nq,nq:6846
109524,medium_high,nq,nq:109524
8694,medium_high,hotpot,hotpot:8694
86652,medium_mid,hotpot,hotpot:86652
143820,medium_mid,nq,nq:143820
136214,medium_mid,nq,nq:136214
110176,easy_high,hotpot,hotpot:110176
66978,medium_high,nq,nq:66978
75462,medium_mid,nq,nq:75462
91246,easy_high,hotpot,hotpot:91246
151854,medium_high,hotpot,hotpot:151854
3652,medium_low,nq,nq:3652
58342,easy_high,nq,nq:58342
92162,medium_mid,nq,nq:92162
110076,medium_mid,nq,nq:110076
56374,easy_high,nq,nq:56374
61956,medium_low,nq,nq:61956
153818,medium_mid,hotpot,hotpot:153818
80,easy_high,hotpot,hotpot:80
149682,medium_mid,nq,nq:149682
136754,medium_mid,nq,nq:136754
8538,easy_high,nq,nq:8538
152236,easy_high,hotpot,hotpot:152236
40160,medium_high,nq,nq:40160
166712,medium_high,hotpot,hotpot:166712
115034,medium_high,hotpot,hotpot:115034
145736,medium_mid,nq,nq:145736
172580,medium_mid,hotpot,hotpot:172580
70490,medium_high,nq,nq:70490
89940,hard,hotpot,hotpot:89940
33580,medium_low,hotpot,hotpot:33580
57556,medium_low,hotpot,hotpot:57556
93926,medium_mid,hotpot,hotpot:93926
90592,hard,hotpot,hotpot:90592
10160,medium_high,nq,nq:10160
123574,medium_low,hotpot,hotpot:123574
106788,medium_high,nq,nq:106788
151440,easy_high,nq,nq:151440
65448,medium_low,hotpot,hotpot:65448
135984,medium_high,nq,nq:135984
93998,medium_high,hotpot,hotpot:93998
152230,easy_high,nq,nq:152230
175638,medium_high,hotpot,hotpot:175638
107580,medium_low,nq,nq:107580
66722,medium_low,hotpot,hotpot:66722
33798,medium_mid,hotpot,hotpot:33798
97952,easy_high,hotpot,hotpot:97952
112398,hard,nq,nq:112398
22870,medium_high,nq,nq:22870
145942,medium_high,hotpot,hotpot:145942
169138,medium_low,hotpot,hotpot:169138
166830,hard,hotpot,hotpot:166830
91586,hard,hotpot,hotpot:91586
62964,medium_mid,hotpot,hotpot:62964
129212,hard,nq,nq:129212
99504,easy_high,nq,nq:99504
72270,medium_high,nq,nq:72270
107312,medium_high,nq,nq:107312
89914,medium_high,hotpot,hotpot:89914
144656,medium_high,nq,nq:144656
170430,medium_high,hotpot,hotpot:170430
32606,hard,nq,nq:32606
148868,hard,hotpot,hotpot:148868
108496,medium_mid,hotpot,hotpot:108496
136764,medium_high,nq,nq:136764
3834,easy_high,hotpot,hotpot:3834
3662,easy_high,hotpot,hotpot:3662
26114,easy_high,nq,nq:26114
170034,medium_mid,hotpot,hotpot:170034
37516,hard,nq,nq:37516
34548,easy_high,hotpot,hotpot:34548
10660,medium_mid,nq,nq:10660
466,medium_mid,hotpot,hotpot:466
137716,medium_mid,nq,nq:137716
10130,medium_high,hotpot,hotpot:10130
81912,medium_high,nq,nq:81912
94152,medium_mid,nq,nq:94152
172350,easy_high,hotpot,hotpot:172350
78222,easy_high,nq,nq:78222
87674,medium_low,hotpot,hotpot:87674
105388,medium_high,nq,nq:105388
41288,medium_mid,hotpot,hotpot:41288
137334,medium_mid,hotpot,hotpot:137334
63730,hard,nq,nq:63730
17180,easy_high,nq,nq:17180
23038,medium_mid,hotpot,hotpot:23038
106274,medium_high,nq,nq:106274
1022,medium_high,nq,nq:1022
36444,hard,nq,nq:36444
52604,medium_high,hotpot,hotpot:52604
49018,medium_high,hotpot,hotpot:49018
59636,easy_high,nq,nq:59636
87356,medium_high,hotpot,hotpot:87356
127160,medium_mid,hotpot,hotpot:127160
89582,medium_mid,hotpot,hotpot:89582
154464,medium_mid,nq,nq:154464
152590,easy_high,nq,nq:152590
75408,easy_high,hotpot,hotpot:75408
52744,easy_high,hotpot,hotpot:52744
131666,medium_low,nq,nq:131666
490,easy_high,nq,nq:490
102396,easy_high,nq,nq:102396
46642,easy_high,nq,nq:46642
26986,medium_high,hotpot,hotpot:26986
97326,hard,nq,nq:97326
41878,easy_high,nq,nq:41878
96004,easy_high,nq,nq:96004
102042,medium_high,nq,nq:102042
141664,medium_mid,nq,nq:141664
108288,easy_high,nq,nq:108288
50656,medium_mid,hotpot,hotpot:50656
176838,hard,hotpot,hotpot:176838
108642,medium_high,hotpot,hotpot:108642
171790,medium_high,hotpot,hotpot:171790
12768,hard,nq,nq:12768
97728,medium_low,nq,nq:97728
42222,easy_high,nq,nq:42222
94738,easy_high,nq,nq:94738
10204,medium_mid,nq,nq:10204
8128,easy_high,hotpot,hotpot:8128
22696,medium_mid,hotpot,hotpot:22696
49288,medium_high,nq,nq:49288
158098,medium_mid,nq,nq:158098
155730,medium_high,hotpot,hotpot:155730
134166,medium_low,hotpot,hotpot:134166
79884,medium_low,hotpot,hotpot:79884
154124,medium_mid,nq,nq:154124
70244,medium_low,nq,nq:70244
98210,medium_mid,hotpot,hotpot:98210
28994,medium_mid,nq,nq:28994
179102,easy_high,hotpot,hotpot:179102
82772,hard,hotpot,hotpot:82772
104678,medium_mid,nq,nq:104678
156964,medium_high,nq,nq:156964
9046,medium_mid,hotpot,hotpot:9046
35042,medium_high,nq,nq:35042
119886,medium_mid,hotpot,hotpot:119886
140026,medium_low,nq,nq:140026
37926,medium_low,hotpot,hotpot:37926
79340,easy_high,hotpot,hotpot:79340
74840,medium_high,hotpot,hotpot:74840
19110,medium_high,nq,nq:19110
119920,medium_high,hotpot,hotpot:119920
27282,medium_mid,nq,nq:27282
135574,medium_low,hotpot,hotpot:135574
55828,medium_mid,hotpot,hotpot:55828
91158,medium_mid,hotpot,hotpot:91158
30496,easy_high,hotpot,hotpot:30496
129892,medium_high,hotpot,hotpot:129892
21326,medium_mid,nq,nq:21326
82392,medium_low,hotpot,hotpot:82392
42106,easy_high,nq,nq:42106
163422,medium_high,hotpot,hotpot:163422
12848,medium_low,nq,nq:12848
50044,medium_high,nq,nq:50044
63510,medium_high,nq,nq:63510
69632,medium_high,nq,nq:69632
9918,easy_high,nq,nq:9918
144726,medium_low,nq,nq:144726
91588,medium_low,hotpot,hotpot:91588
15914,medium_low,hotpot,hotpot:15914
4028,medium_mid,hotpot,hotpot:4028
28448,easy_high,hotpot,hotpot:28448
75352,medium_low,nq,nq:75352
13958,easy_high,hotpot,hotpot:13958
34186,hard,nq,nq:34186
141714,medium_mid,hotpot,hotpot:141714
151522,easy_high,nq,nq:151522
149734,easy_high,nq,nq:149734
55076,medium_low,hotpot,hotpot:55076
89738,easy_high,hotpot,hotpot:89738
100692,medium_mid,hotpot,hotpot:100692
84114,hard,hotpot,hotpot:84114
107628,medium_low,hotpot,hotpot:107628
85912,easy_high,nq,nq:85912
2306,medium_low,nq,nq:2306
149422,easy_high,hotpot,hotpot:149422
27004,medium_high,nq,nq:27004
88976,easy_high,hotpot,hotpot:88976
157510,medium_high,hotpot,hotpot:157510
179306,medium_mid,hotpot,hotpot:179306
53560,medium_low,hotpot,hotpot:53560
128620,medium_high,hotpot,hotpot:128620
178316,medium_high,hotpot,hotpot:178316
49576,hard,hotpot,hotpot:49576
178082,medium_mid,hotpot,hotpot:178082
147892,medium_low,nq,nq:147892
101324,easy_high,nq,nq:101324
82258,medium_high,nq,nq:82258
78446,medium_high,nq,nq:78446
65296,medium_mid,hotpot,hotpot:65296
52722,medium_high,hotpot,hotpot:52722
144528,hard,nq,nq:144528
47400,medium_high,nq,nq:47400
38694,easy_high,hotpot,hotpot:38694
7508,medium_mid,hotpot,hotpot:7508
56276,medium_high,nq,nq:56276
101122,medium_low,nq,nq:101122
94122,medium_low,hotpot,hotpot:94122
178354,medium_mid,hotpot,hotpot:178354
148816,hard,nq,nq:148816
49892,medium_mid,nq,nq:49892
146480,medium_low,hotpot,hotpot:146480
140484,hard,nq,nq:140484
110616,medium_high,hotpot,hotpot:110616
130430,hard,hotpot,hotpot:130430
63948,medium_mid,hotpot,hotpot:63948
174754,easy_high,hotpot,hotpot:174754
414,medium_high,nq,nq:414
31362,medium_mid,nq,nq:31362
39008,easy_high,hotpot,hotpot:39008
80922,medium_high,hotpot,hotpot:80922
47460,hard,nq,nq:47460
140448,easy_high,hotpot,hotpot:140448
16044,medium_low,nq,nq:16044
4534,medium_mid,nq,nq:4534
72368,easy_high,hotpot,hotpot:72368
17758,hard,nq,nq:17758
114616,hard,nq,nq:114616
126268,easy_high,hotpot,hotpot:126268
114014,easy_high,hotpot,hotpot:114014
42946,easy_high,nq,nq:42946
73106,medium_low,hotpot,hotpot:73106
80968,easy_high,nq,nq:80968
98890,easy_high,hotpot,hotpot:98890
84546,medium_high,hotpot,hotpot:84546
42470,hard,hotpot,hotpot:42470
21162,medium_mid,hotpot,hotpot:21162
1722,medium_low,nq,nq:1722
83036,medium_high,hotpot,hotpot:83036
12412,easy_high,hotpot,hotpot:12412
80256,easy_high,nq,nq:80256
12928,medium_low,nq,nq:12928
20770,medium_mid,nq,nq:20770
158778,easy_high,hotpot,hotpot:158778
83004,medium_mid,nq,nq:83004
33680,medium_high,nq,nq:33680
88484,medium_mid,nq,nq:88484
102178,medium_high,hotpot,hotpot:102178
33604,medium_high,nq,nq:33604
62514,medium_mid,nq,nq:62514
54416,medium_mid,nq,nq:54416
180738,medium_mid,hotpot,hotpot:180738
136876,medium_low,nq,nq:136876
135604,medium_high,hotpot,hotpot:135604
147158,medium_mid,nq,nq:147158
77592,easy_high,hotpot,hotpot:77592
152116,medium_high,nq,nq:152116
19146,easy_high,nq,nq:19146
66362,easy_high,nq,nq:66362
110674,easy_high,nq,nq:110674
29508,easy_high,hotpot,hotpot:29508
117428,medium_mid,nq,nq:117428
22258,easy_high,nq,nq:22258
91692,easy_high,nq,nq:91692
161522,medium_mid,hotpot,hotpot:161522
10028,medium_high,hotpot,hotpot:10028
92550,easy_high,nq,nq:92550
27400,easy_high,nq,nq:27400
179462,medium_mid,hotpot,hotpot:179462
145938,medium_mid,nq,nq:145938
90556,medium_mid,nq,nq:90556
45794,medium_low,nq,nq:45794
161904,medium_mid,hotpot,hotpot:161904
13694,medium_high,nq,nq:13694
180746,easy_high,hotpot,hotpot:180746
131144,easy_high,nq,nq:131144
36478,medium_high,nq,nq:36478
170494,easy_high,hotpot,hotpot:170494
144588,easy_high,hotpot,hotpot:144588
179058,medium_mid,hotpot,hotpot:179058
139576,easy_high,nq,nq:139576
17718,easy_high,nq,nq:17718
115296,medium_mid,nq,nq:115296
24886,medium_mid,hotpot,hotpot:24886
37966,easy_high,nq,nq:37966
67998,medium_high,hotpot,hotpot:67998
146186,medium_mid,hotpot,hotpot:146186
66886,medium_low,nq,nq:66886
118782,medium_mid,hotpot,hotpot:118782
90008,hard,hotpot,hotpot:90008
72670,medium_high,hotpot,hotpot:72670
98712,easy_high,hotpot,hotpot:98712
59952,medium_mid,hotpot,hotpot:59952
37658,easy_high,nq,nq:37658
126436,medium_high,hotpot,hotpot:126436
18550,hard,nq,nq:18550
123534,medium_high,hotpot,hotpot:123534
134492,medium_mid,nq,nq:134492
151084,medium_mid,nq,nq:151084
141880,easy_high,hotpot,hotpot:141880
104604,medium_high,nq,nq:104604
2240,medium_mid,nq,nq:2240
55486,hard,nq,nq:55486
118574,medium_low,nq,nq:118574
29078,medium_high,nq,nq:29078
136968,medium_mid,nq,nq:136968
5210,easy_high,hotpot,hotpot:5210
13564,medium_mid,nq,nq:13564
70672,hard,hotpot,hotpot:70672
101338,medium_high,nq,nq:101338
127606,medium_low,nq,nq:127606
61166,medium_low,hotpot,hotpot:61166
66140,medium_low,nq,nq:66140
29578,medium_high,nq,nq:29578
39330,medium_mid,nq,nq:39330
143114,medium_mid,nq,nq:143114
33746,medium_high,nq,nq:33746
40218,medium_high,hotpot,hotpot:40218
38680,medium_mid,nq,nq:38680
89100,hard,hotpot,hotpot:89100
29700,easy_high,nq,nq:29700
10242,medium_high,hotpot,hotpot:10242
1548,medium_low,nq,nq:1548
106740,medium_mid,hotpot,hotpot:106740
73932,medium_mid,nq,nq:73932
37070,medium_high,nq,nq:37070
55178,medium_low,hotpot,hotpot:55178
50668,medium_mid,nq,nq:50668
109876,medium_mid,nq,nq:109876
13938,hard,nq,nq:13938
179376,medium_low,hotpot,hotpot:179376
69410,hard,nq,nq:69410
127566,easy_high,hotpot,hotpot:127566
113200,medium_mid,nq,nq:113200
89634,hard,hotpot,hotpot:89634
106360,medium_high,nq,nq:106360
139970,medium_low,hotpot,hotpot:139970
87778,medium_mid,nq,nq:87778
149968,medium_high,nq,nq:149968
123802,medium_high,hotpot,hotpot:123802
104368,medium_mid,nq,nq:104368
102176,medium_low,hotpot,hotpot:102176
51338,medium_low,hotpot,hotpot:51338
68276,medium_mid,hotpot,hotpot:68276
66502,medium_mid,nq,nq:66502
144688,medium_low,hotpot,hotpot:144688
65570,medium_mid,hotpot,hotpot:65570
155038,medium_mid,hotpot,hotpot:155038
130206,medium_mid,nq,nq:130206
87976,easy_high,nq,nq:87976
114924,medium_high,hotpot,hotpot:114924
27420,medium_mid,hotpot,hotpot:27420
54808,medium_low,hotpot,hotpot:54808
54572,easy_high,hotpot,hotpot:54572
43950,medium_high,nq,nq:43950
145696,medium_high,hotpot,hotpot:145696
99942,medium_mid,hotpot,hotpot:99942
133010,easy_high,hotpot,hotpot:133010
44052,medium_high,nq,nq:44052
3576,medium_mid,nq,nq:3576
7056,medium_high,nq,nq:7056
118486,easy_high,nq,nq:118486
131064,medium_high,nq,nq:131064
35676,medium_mid,nq,nq:35676
26788,easy_high,nq,nq:26788
100826,medium_low,nq,nq:100826
61216,hard,hotpot,hotpot:61216
95446,medium_mid,hotpot,hotpot:95446
31906,easy_high,hotpot,hotpot:31906
110544,easy_high,nq,nq:110544
137486,medium_low,nq,nq:137486
3236,medium_low,nq,nq:3236
14736,hard,nq,nq:14736
52780,easy_high,nq,nq:52780
42416,hard,nq,nq:42416
108698,easy_high,hotpot,hotpot:108698
55926,medium_high,hotpot,hotpot:55926
55024,medium_mid,hotpot,hotpot:55024
96076,medium_high,nq,nq:96076
76548,medium_low,nq,nq:76548
55248,medium_high,hotpot,hotpot:55248
99356,easy_high,hotpot,hotpot:99356
48026,medium_low,nq,nq:48026
9456,medium_mid,hotpot,hotpot:9456
67472,easy_high,hotpot,hotpot:67472
88298,easy_high,nq,nq:88298
47612,medium_high,nq,nq:47612
22538,medium_low,hotpot,hotpot:22538
83106,medium_mid,hotpot,hotpot:83106
164544,medium_high,hotpot,hotpot:164544
139084,medium_low,nq,nq:139084
101720,medium_mid,nq,nq:101720
103430,medium_low,nq,nq:103430
22348,easy_high,nq,nq:22348
145164,hard,hotpot,hotpot:145164
53438,medium_mid,hotpot,hotpot:53438
11964,hard,nq,nq:11964
98188,medium_high,hotpot,hotpot:98188
100966,easy_high,hotpot,hotpot:100966
61698,medium_mid,nq,nq:61698
85286,easy_high,hotpot,hotpot:85286
99582,medium_mid,nq,nq:99582
146236,medium_low,hotpot,hotpot:146236
20654,easy_high,hotpot,hotpot:20654
86108,medium_high,nq,nq:86108
56840,easy_high,nq,nq:56840
93306,easy_high,nq,nq:93306
84128,medium_high,hotpot,hotpot:84128
139140,easy_high,hotpot,hotpot:139140
41514,medium_low,nq,nq:41514
139564,medium_mid,nq,nq:139564
25176,hard,hotpot,hotpot:25176
67034,easy_high,nq,nq:67034
97692,medium_mid,hotpot,hotpot:97692
24854,medium_mid,nq,nq:24854
163736,medium_high,hotpot,hotpot:163736
78662,easy_high,hotpot,hotpot:78662
152082,medium_mid,hotpot,hotpot:152082
55432,easy_high,hotpot,hotpot:55432
110444,medium_high,nq,nq:110444
151000,medium_mid,hotpot,hotpot:151000
88320,medium_mid,nq,nq:88320
178778,hard,hotpot,hotpot:178778
25386,medium_mid,nq,nq:25386
156486,hard,nq,nq:156486
38646,hard,nq,nq:38646
113312,medium_low,hotpot,hotpot:113312
121486,easy_high,hotpot,hotpot:121486
55422,medium_mid,hotpot,hotpot:55422
117984,easy_high,hotpot,hotpot:117984
31132,medium_high,hotpot,hotpot:31132
33762,medium_high,hotpot,hotpot:33762
44068,medium_low,hotpot,hotpot:44068
32002,medium_high,hotpot,hotpot:32002
140694,medium_high,nq,nq:140694
63926,hard,nq,nq:63926
134200,medium_high,nq,nq:134200
8936,medium_low,hotpot,hotpot:8936
74494,medium_mid,hotpot,hotpot:74494
69596,easy_high,hotpot,hotpot:69596
78988,hard,nq,nq:78988
145318,medium_low,hotpot,hotpot:145318
135134,easy_high,nq,nq:135134
105098,easy_high,nq,nq:105098
159148,medium_high,hotpot,hotpot:159148
18520,easy_high,hotpot,hotpot:18520
128592,medium_high,nq,nq:128592
30894,medium_high,hotpot,hotpot:30894
19502,medium_high,nq,nq:19502
69812,hard,hotpot,hotpot:69812
7200,medium_mid,nq,nq:7200
155646,medium_mid,hotpot,hotpot:155646
124922,easy_high,hotpot,hotpot:124922
169658,easy_high,hotpot,hotpot:169658
137176,medium_high,hotpot,hotpot:137176
55222,medium_low,hotpot,hotpot:55222
55176,easy_high,hotpot,hotpot:55176
78708,medium_low,nq,nq:78708
169794,medium_high,hotpot,hotpot:169794
22394,easy_high,hotpot,hotpot:22394
11968,medium_mid,nq,nq:11968
141246,hard,hotpot,hotpot:141246
120566,medium_low,hotpot,hotpot:120566
121626,medium_high,nq,nq:121626
151858,medium_mid,nq,nq:151858
34654,easy_high,nq,nq:34654
11026,easy_high,nq,nq:11026
147406,medium_high,hotpot,hotpot:147406
146222,medium_high,nq,nq:146222
116108,medium_high,nq,nq:116108
70576,hard,hotpot,hotpot:70576
104640,medium_low,nq,nq:104640
145358,medium_low,hotpot,hotpot:145358
148724,easy_high,nq,nq:148724
109246,medium_high,nq,nq:109246
30902,medium_mid,hotpot,hotpot:30902
56468,medium_low,nq,nq:56468
151880,medium_high,nq,nq:151880
27772,medium_mid,hotpot,hotpot:27772
110738,easy_high,nq,nq:110738
150908,medium_mid,hotpot,hotpot:150908
130246,medium_high,hotpot,hotpot:130246
147780,medium_high,hotpot,hotpot:147780
129312,easy_high,hotpot,hotpot:129312
38706,medium_low,nq,nq:38706
71890,medium_mid,hotpot,hotpot:71890
93512,medium_high,hotpot,hotpot:93512
115898,easy_high,nq,nq:115898
141236,easy_high,nq,nq:141236
50132,medium_mid,nq,nq:50132
42744,easy_high,hotpot,hotpot:42744
169964,medium_mid,hotpot,hotpot:169964
